Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retired Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retired Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
China,Longyou nuclear power plant,2,龙游核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,"China National Nuclear Corporation, Zhejiang Energy Group CO LTD","中国核工业集团有限公司, 浙江省能源集团有限公司",,,,,,29.039248,119.088347,Approximate,Quzhou,Longyou County,,Zhejiang,Eastern Asia,Asia,L500306,G500771,https://gem.wiki/Longyou_nuclear_power_plant
China,Longyou nuclear power plant,3,龙游核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,"China National Nuclear Corporation, Zhejiang Energy Group CO LTD","中国核工业集团有限公司, 浙江省能源集团有限公司",,,,,,29.039248,119.088347,Approximate,Quzhou,Longyou County,,Zhejiang,Eastern Asia,Asia,L500306,G500772,https://gem.wiki/Longyou_nuclear_power_plant
China,Longyou nuclear power plant,4,龙游核电站,,"1,250",shelved,pressurized water reactor,unknown,,,,,,,,"China National Nuclear Corporation, Zhejiang Energy Group CO LTD","中国核工业集团有限公司, 浙江省能源集团有限公司",,,,,,29.039248,119.088347,Approximate,Quzhou,Longyou County,,Zhejiang,Eastern Asia,Asia,L500306,G500773,https://gem.wiki/Longyou_nuclear_power_plant
Finland,Loviisa nuclear power plant,1,,,531,operating,pressurized water reactor,VVER V-213,1977,,"May 1, 1971","January 21, 1977","February 8, 1977","May 9, 1977",,Fortum Power And Heat OY (Former IVO),,Fortum Power And Heat OY (Former IVO),,507,420,"1,500",60.3708,26.3468,Exact,,Uusimaa,Southern Finland,,Northern Europe,Europe,L500194,G500448,https://gem.wiki/Loviisa_nuclear_power_plant
Finland,Loviisa nuclear power plant,2,,,531,operating,pressurized water reactor,VVER V-213,1981,,"August 1, 1972","October 17, 1980","November 4, 1980","January 5, 1981",,Fortum Power And Heat OY (Former IVO),,Fortum Power And Heat OY (Former IVO),,507,420,"1,500",60.3708,26.3468,Exact,,Uusimaa,Southern Finland,,Northern Europe,Europe,L500194,G500449,https://gem.wiki/Loviisa_nuclear_power_plant
Poland,Lubiatowo-Kopalino nuclear power plant,1,,,"1,600",announced,unknown,unknown,2033,,,,,,,Polish Nuclear Power Plants,Polskie Elektrownie Jądrowe,,,,,,54.8036,17.7881,Approximate,Lubiatowo,Gmina Choczewo,Wejherowo County,Pomeranian Voivodeship,Eastern Europe,Europe,L500323,G500838,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant
Poland,Lubiatowo-Kopalino nuclear power plant,2,,,"1,600",announced,unknown,unknown,2035,,,,,,,Polish Nuclear Power Plants,Polskie Elektrownie Jądrowe,,,,,,54.8036,17.7881,Approximate,Lubiatowo,Gmina Choczewo,Wejherowo County,Pomeranian Voivodeship,Eastern Europe,Europe,L500323,G500839,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant
Poland,Lubiatowo-Kopalino nuclear power plant,3,,,"1,600",announced,unknown,unknown,2037,,,,,,,Polish Nuclear Power Plants,Polskie Elektrownie Jądrowe,,,,,,54.8036,17.7881,Approximate,Lubiatowo,Gmina Choczewo,Wejherowo County,Pomeranian Voivodeship,Eastern Europe,Europe,L500323,G500840,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant
Switzerland,Lucens nuclear power plant,,,,7,retired,heavy water gas-cooled reactor,HWGCR: 2-loops,1968,1969,"April 1, 1962","December 29, 1966","January 29, 1968",,"January 21, 1969",Nationale Gesellschaft Zur Förderung Der Industriellen Atomtechnik,,Energie De L'Ouest Suisse,,6,6,28,46.6927,6.8272,Exact,,District de la Broye-Vully,,Vaud,Western Europe,Europe,L500266,G500618,https://gem.wiki/Lucens_nuclear_power_plant
China,Lufeng nuclear power plant,1,陆丰核电站,,"1,250",pre-construction,pressurized water reactor,unknown,,,,,,,,CGN Power CO LTD,中国广核电力股份有限公司,CGN Lufeng Nuclear Power CO LTD,中广核陆丰核电有限公司,,,,22.817845,115.830694,Approximate,Shanwei,Lufeng,Jieshi Town,Guangdong,Eastern Asia,Asia,L500355,G500965,https://gem.wiki/Lufeng_nuclear_power_plant
China,Lufeng nuclear power plant,2,陆丰核电站,,"1,250",pre-construction,pressurized water reactor,unknown,,,,,,,,CGN Power CO LTD,中国广核电力股份有限公司,CGN Lufeng Nuclear Power CO LTD,中广核陆丰核电有限公司,,,,22.817845,115.830694,Approximate,Shanwei,Lufeng,Jieshi Town,Guangdong,Eastern Asia,Asia,L500355,G500966,https://gem.wiki/Lufeng_nuclear_power_plant
China,Lufeng nuclear power plant,3,陆丰核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,CGN Power CO LTD,中国广核电力股份有限公司,CGN Lufeng Nuclear Power CO LTD,中广核陆丰核电有限公司,,,,22.817845,115.830694,Approximate,Shanwei,Lufeng,Jieshi Town,Guangdong,Eastern Asia,Asia,L500355,G500967,https://gem.wiki/Lufeng_nuclear_power_plant
China,Lufeng nuclear power plant,4,陆丰核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,CGN Power CO LTD,中国广核电力股份有限公司,CGN Lufeng Nuclear Power CO LTD,中广核陆丰核电有限公司,,,,22.817845,115.830694,Approximate,Shanwei,Lufeng,Jieshi Town,Guangdong,Eastern Asia,Asia,L500355,G500968,https://gem.wiki/Lufeng_nuclear_power_plant
China,Lufeng nuclear power plant,5,陆丰核电站,,"1,200",construction,pressurized water reactor,unknown,2028,,"September 8, 2022",,,,,CGN Power CO LTD,中国广核电力股份有限公司,CGN Lufeng Nuclear Power CO LTD,中广核陆丰核电有限公司,,,,22.817845,115.830694,Approximate,Shanwei,Lufeng,Jieshi Town,Guangdong,Eastern Asia,Asia,L500355,G500964,https://gem.wiki/Lufeng_nuclear_power_plant
China,Lufeng nuclear power plant,6,陆丰核电站,,"1,200",pre-construction,pressurized water reactor,unknown,,,,,,,,CGN Power CO LTD,中国广核电力股份有限公司,CGN Lufeng Nuclear Power CO LTD,中广核陆丰核电有限公司,,,,22.817845,115.830694,Approximate,Shanwei,Lufeng,Jieshi Town,Guangdong,Eastern Asia,Asia,L500355,G500969,https://gem.wiki/Lufeng_nuclear_power_plant
Taiwan,Maanshan nuclear power plant,1,,,951,operating,pressurized water reactor,WH 3LP (WE 312),1984,,"August 21, 1978","March 30, 1984","May 9, 1984","July 27, 1984",,Taiwan Power CO,,Taiwan Power CO,,951,936,"2,822",21.9589,120.7501,Exact,,,,Pingtung County,Eastern Asia,Asia,L500269,G500628,https://gem.wiki/Maanshan_nuclear_power_plant
Taiwan,Maanshan nuclear power plant,2,,,951,operating,pressurized water reactor,WH 3LP (WE 312),1985,,"February 21, 1979","February 1, 1985","February 25, 1985","May 18, 1985",,Taiwan Power CO,,Taiwan Power CO,,951,938,"2,822",21.9589,120.7501,Exact,,,,Pingtung County,Eastern Asia,Asia,L500269,G500629,https://gem.wiki/Maanshan_nuclear_power_plant
India,Madras nuclear power plant,1,,,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1984,,"January 1, 1971","July 2, 1983","July 23, 1983","January 27, 1984",,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,205,202,801,12.5571,80.1754,Exact,,Tirukalukundram,Chengalpattu District,Tamil Nadu,Southern Asia,Asia,L500218,G500526,https://gem.wiki/Madras_nuclear_power_plant
India,Madras nuclear power plant,2,,,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1986,,"October 1, 1972","August 12, 1985","September 20, 1985","March 21, 1986",,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,205,202,801,12.5571,80.1754,Exact,,Tirukalukundram,Chengalpattu District,Tamil Nadu,Southern Asia,Asia,L500218,G500527,https://gem.wiki/Madras_nuclear_power_plant
India,Mahi Banswara nuclear power plant,1,,,700,pre-construction,pressurized heavy water reactor,unknown,2029,,2024,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,23.5294,74.5906,Exact,,Choti Sarvan Tehsil,Banswara District,Rajasthan,Southern Asia,Asia,L500288,G500682,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
India,Mahi Banswara nuclear power plant,2,,,700,pre-construction,pressurized heavy water reactor,unknown,2029,,2024,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,23.5294,74.5906,Exact,,Choti Sarvan Tehsil,Banswara District,Rajasthan,Southern Asia,Asia,L500288,G500683,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
India,Mahi Banswara nuclear power plant,3,,,700,pre-construction,pressurized heavy water reactor,unknown,2029,,2024,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,23.5294,74.5906,Exact,,Choti Sarvan Tehsil,Banswara District,Rajasthan,Southern Asia,Asia,L500288,G500684,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
India,Mahi Banswara nuclear power plant,4,,,700,pre-construction,pressurized heavy water reactor,unknown,2029,,2024,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,23.5294,74.5906,Exact,,Choti Sarvan Tehsil,Banswara District,Rajasthan,Southern Asia,Asia,L500288,G500685,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
United States,Maine Yankee nuclear power plant,,,,900,retired,pressurized water reactor,unknown,1972,1997,"October 1, 1968","October 23, 1972","November 8, 1972","December 28, 1972","August 1, 1997",,,Maine Yankee Atomic Power CO,,860,825,"2,630",43.9511,-69.6953,Exact,,Lincoln County,,Maine,Northern America,Americas,L500150,G500338,https://gem.wiki/Maine_Yankee_nuclear_power_plant
France,Marcoule nuclear power plant,G1,,,7,retired,unknown,unknown,1956,1968,1955,,1956,,"October 15, 1968",Commissariat A L'Energie Atomique,,,,,,,44.1433,4.7094,Exact,,Gard,,Occitania,Western Europe,Europe,L500241,G500711,https://gem.wiki/Marcoule_nuclear_power_plant
France,Marcoule nuclear power plant,G2,,,43,retired,gas-cooled reactor,unknown,1959,1980,"March 1, 1955","July 21, 1958","April 22, 1959","April 22, 1959","February 2, 1980",Commissariat À L'Energie Atomique [80%]; Electricité De France [20%],,Compagnie Generale Des Matieres Nucleaires,,39,36,260,44.1433,4.7094,Exact,,Gard,,Occitania,Western Europe,Europe,L500241,G500582,https://gem.wiki/Marcoule_nuclear_power_plant
France,Marcoule nuclear power plant,G3,,,43,retired,gas-cooled reactor,unknown,1960,1984,"March 1, 1956","June 11, 1959","April 4, 1960","April 4, 1960","June 20, 1984",Commissariat A L'Energie Atomique,,Compagnie Generale Des Matieres Nucleaires,,40,36,260,44.1433,4.7094,Exact,,Gard,,Occitania,Western Europe,Europe,L500241,G500583,https://gem.wiki/Marcoule_nuclear_power_plant
United States,McGuire nuclear power plant,1,,,"1,215",operating,pressurized water reactor,WH 4LP (ICECND),1981,,"April 1, 1971","August 8, 1981","September 12, 1981","December 1, 1981",,Duke Energy Corporation,,Duke Energy Corporation,,"1,158","1,180","3,411",35.4331,-80.9486,Exact,,Mecklenburg County,,North Carolina,Northern America,Americas,L500068,G500117,https://gem.wiki/McGuire_nuclear_power_plant
United States,McGuire nuclear power plant,2,,,"1,215",operating,pressurized water reactor,WH 4LP (ICECND),1984,,"April 1, 1971","May 8, 1983","May 23, 1983","March 1, 1984",,Duke Energy Corporation,,Duke Energy Corporation,,"1,158","1,180","3,411",35.4331,-80.9486,Exact,,Mecklenburg County,,North Carolina,Northern America,Americas,L500068,G500118,https://gem.wiki/McGuire_nuclear_power_plant
Japan,Mihama nuclear power plant,1,,,340,retired,pressurized water reactor,WH 2LP,1970,2015,"February 1, 1967","July 29, 1970","August 8, 1970","November 28, 1970","April 27, 2015",Kansai Electric Power CO,,Kansai Electric Power CO,,320,320,"1,031",35.7024,135.9634,Exact,,Mikata County,,,Eastern Asia,Asia,L500155,G500510,https://gem.wiki/Mihama_nuclear_power_plant
Japan,Mihama nuclear power plant,2,,,500,retired,pressurized water reactor,M (2-loop),1972,2015,"May 29, 1968","April 10, 1972","April 21, 1972","July 25, 1972","April 27, 2015",Kansai Electric Power CO,,Kansai Electric Power CO,,470,470,"1,456",35.7024,135.9634,Exact,,Mikata County,,,Eastern Asia,Asia,L500155,G500464,https://gem.wiki/Mihama_nuclear_power_plant
Japan,Mihama nuclear power plant,3,,,826,operating,pressurized water reactor,M (3-loop),1976,,"August 7, 1972","January 28, 1976","February 19, 1976","December 1, 1976",,Kansai Electric Power CO,,Kansai Electric Power CO,,780,780,"2,440",35.7024,135.9634,Exact,,Mikata County,,,Eastern Asia,Asia,L500155,G500360,https://gem.wiki/Mihama_nuclear_power_plant
United States,Millstone nuclear power plant,1,,,684,retired,boiling water reactor,unknown,1971,1998,"May 1, 1966","October 26, 1970","November 29, 1970","March 1, 1971","July 1, 1998",,,Dominion Energy,,641,660,"2,011",41.3107,-72.1677,Exact,,New London County,,Connecticut,Northern America,Americas,L500045,G500391,https://gem.wiki/Millstone_nuclear_power_plant
United States,Millstone nuclear power plant,2,,,918,operating,pressurized water reactor,CE 2LP (DRYAMB),1975,,"November 1, 1969","October 17, 1975","November 9, 1975","December 26, 1975",,Dominion Resources INC,,Dominion Energy,,869,870,"2,700",41.3107,-72.1677,Exact,,New London County,,Connecticut,Northern America,Americas,L500045,G500325,https://gem.wiki/Millstone_nuclear_power_plant
United States,Millstone nuclear power plant,3,,,"1,280",operating,pressurized water reactor,WH 4LP (DRYSUB),1986,,"August 9, 1974","January 23, 1986","February 12, 1986","April 23, 1986",,Dominion Resources INC,,Dominion Energy,,"1,210","1,159","3,650",41.3107,-72.1677,Exact,,New London County,,Connecticut,Northern America,Americas,L500045,G500077,https://gem.wiki/Millstone_nuclear_power_plant
Slovakia,Mochovce nuclear power plant,1,,,500,operating,pressurized water reactor,VVER V-213,1998,,"October 13, 1983","June 9, 1998","July 4, 1998","October 29, 1998",,Slovenské Elektrárne AS,,Slovenské Elektrárne AS,,467,408,"1,471",48.2572,18.4553,Exact,,District of Levice,,Region of Nitra,Eastern Europe,Europe,L500199,G500461,https://gem.wiki/Mochovce_nuclear_power_plant
Slovakia,Mochovce nuclear power plant,2,,,500,operating,pressurized water reactor,VVER V-213,2000,,"October 13, 1983","December 1, 1999","December 20, 1999","April 11, 2000",,Slovenské Elektrárne AS,,Slovenské Elektrárne AS,,469,408,"1,471",48.2572,18.4553,Exact,,District of Levice,,Region of Nitra,Eastern Europe,Europe,L500199,G500462,https://gem.wiki/Mochovce_nuclear_power_plant
Slovakia,Mochovce nuclear power plant,3,,,471,construction,pressurized water reactor,VVER V-213,2023,,"January 27, 1987",,,,,Slovenské Elektrárne AS,,Slovenské Elektrárne AS,,440,440,"1,375",48.2572,18.4553,Exact,,District of Levice,,Region of Nitra,Eastern Europe,Europe,L500199,G500490,https://gem.wiki/Mochovce_nuclear_power_plant
Slovakia,Mochovce nuclear power plant,4,,,471,construction,pressurized water reactor,VVER V-213,2025,,"January 27, 1987",,,,,Slovenské Elektrárne AS,,Slovenské Elektrárne AS,,440,440,"1,375",48.2572,18.4553,Exact,,District of Levice,,Region of Nitra,Eastern Europe,Europe,L500199,G500491,https://gem.wiki/Mochovce_nuclear_power_plant
Japan,Monju nuclear power plant,,,,280,retired,fast breeder reactor,unknown,1995,2017,"May 10, 1986","April 5, 1994","August 29, 1995",,"December 5, 2017",Japan Atomic Energy Agency,,Japan Atomic Energy Agency,,246,246,714,35.74001,135.9878,Exact,Tsuruga,,,,Eastern Asia,Asia,L500224,G500546,https://gem.wiki/Monju_nuclear_power_plant
United States,Monticello nuclear power plant,,,,691,operating,boiling water reactor,BWR-3 (Mark 1),1971,,"June 19, 1967","December 10, 1970","March 5, 1971","June 30, 1971",,Xcel Energy,,Northern States Power CO,,628,545,"2,004",45.3338,-93.8493,Exact,,Wright County,,Minnesota,Northern America,Americas,L500172,G500392,https://gem.wiki/Monticello_nuclear_power_plant
Switzerland,Muehleberg nuclear power plant,,,Mühleberg,390,retired,boiling water reactor,BWR-4,1972,2019,"March 1, 1967","March 8, 1971","July 1, 1971","November 6, 1972","December 20, 2019",BKW Energie AG,,BKW Energie AG,,373,306,"1,097",46.9689,7.2684,Exact,,Bern-Mittelland administrative district,Bernese Mittelland administrative region,Bern,Western Europe,Europe,L500208,G500506,https://gem.wiki/Muehleberg_nuclear_power_plant
Germany,Muelheim-Kaerlich nuclear power plant,,,KMK,"1,302",retired,pressurized water reactor,unknown,1987,1988,"January 15, 1975","March 1, 1986","March 14, 1986","August 18, 1987","September 9, 1988",SCN Energy AG,,Kernkraftwerk Gundremmingen GMBH,,"1,219","1,219","3,760",50.4086,7.4874,Exact,,Landkreis Mayen-Koblenz,,Rhineland-Palatinate,Western Europe,Europe,L500040,G500072,https://gem.wiki/Muelheim-Kaerlich_nuclear_power_plant
Germany,MZFR nuclear power plant,,Mehrzweckforschungsreaktor Karlsruhe,,57,retired,pressurized heavy water reactor,unknown,1966,1984,"December 1, 1961","September 29, 1965","March 9, 1966","December 19, 1966","May 3, 1984",Kerntechnische Entsorgung Karlsruhe GMBH,,Kernkraftwerk-Betriebsgesellschaft MBH,,52,50,200,49.1041,8.4324,Exact,,Alb-Donau-Kreis,,Baden-Württemberg,Western Europe,Europe,L500247,G500592,https://gem.wiki/MZFR_nuclear_power_plant
China,Nanyang nuclear power plant,1,南阳核电站,,"1,250",operating,pressurized water reactor,unknown,2017,,,,,,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],中国核能电力股份有限公司[51%]; 国电投核能有限公司[40%]; 河南投资集团有限公司[9%],CNNC Henan Nuclear Power CO LTD,中核河南南阳核电有限公司,,,,33.353094,112.641596,Approximate,Nanyang,Nanzhao,,Henan,Eastern Asia,Asia,L500305,G500764,https://gem.wiki/Nanyang_nuclear_power_plant
China,Nanyang nuclear power plant,2,南阳核电站,,"1,250",operating,pressurized water reactor,unknown,2017,,,,,,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],中国核能电力股份有限公司[51%]; 国电投核能有限公司[40%]; 河南投资集团有限公司[9%],CNNC Henan Nuclear Power CO LTD,中核河南南阳核电有限公司,,,,33.353094,112.641596,Approximate,Nanyang,Nanzhao,,Henan,Eastern Asia,Asia,L500305,G500765,https://gem.wiki/Nanyang_nuclear_power_plant
China,Nanyang nuclear power plant,3,南阳核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],中国核能电力股份有限公司[51%]; 国电投核能有限公司[40%]; 河南投资集团有限公司[9%],CNNC Henan Nuclear Power CO LTD,中核河南南阳核电有限公司,,,,33.353094,112.641596,Approximate,Nanyang,Nanzhao,,Henan,Eastern Asia,Asia,L500305,G500766,https://gem.wiki/Nanyang_nuclear_power_plant
China,Nanyang nuclear power plant,4,南阳核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],中国核能电力股份有限公司[51%]; 国电投核能有限公司[40%]; 河南投资集团有限公司[9%],CNNC Henan Nuclear Power CO LTD,中核河南南阳核电有限公司,,,,33.353094,112.641596,Approximate,Nanyang,Nanzhao,,Henan,Eastern Asia,Asia,L500305,G500767,https://gem.wiki/Nanyang_nuclear_power_plant
China,Nanyang nuclear power plant,5,南阳核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],中国核能电力股份有限公司[51%]; 国电投核能有限公司[40%]; 河南投资集团有限公司[9%],CNNC Henan Nuclear Power CO LTD,中核河南南阳核电有限公司,,,,33.353094,112.641596,Approximate,Nanyang,Nanzhao,,Henan,Eastern Asia,Asia,L500305,G500768,https://gem.wiki/Nanyang_nuclear_power_plant
China,Nanyang nuclear power plant,6,南阳核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],中国核能电力股份有限公司[51%]; 国电投核能有限公司[40%]; 河南投资集团有限公司[9%],CNNC Henan Nuclear Power CO LTD,中核河南南阳核电有限公司,,,,33.353094,112.641596,Approximate,Nanyang,Nanzhao,,Henan,Eastern Asia,Asia,L500305,G500769,https://gem.wiki/Nanyang_nuclear_power_plant
India,Narora nuclear power plant,1,,,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1991,,"December 1, 1976","March 12, 1989","July 29, 1989","January 1, 1991",,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,28.156,78.4089,Exact,,Debai,Bulandshahr,Uttar Pradesh,Southern Asia,Asia,L500219,G500528,https://gem.wiki/Narora_nuclear_power_plant
India,Narora nuclear power plant,2,,,220,operating,pressurized heavy water reactor,Horizontal Pressure Tube type,1992,,"November 1, 1977","October 24, 1991","January 5, 1992","July 1, 1992",,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,202,202,801,28.156,78.4089,Exact,,Debai,Bulandshahr,Uttar Pradesh,Southern Asia,Asia,L500219,G500529,https://gem.wiki/Narora_nuclear_power_plant
China,National Nuclear Demonstration Power Station nuclear power plant,1,国核示范电站,,"1,534",construction,pressurized water reactor,unknown,2023,,2019,,,,,State Nuclear Power Technology CO LTD [75%]; Huaneng Nuclear Power Development CO LTD [25%],国家核电技术有限公司[75%]; 华能核电开发有限公司[25%],State Nuclear Power Demonstration Plant CO LTD,国核示范电站有限责任公司,,,,36.929749,122.437973,Approximate,Weihai,Rongcheng,,Shandong,Eastern Asia,Asia,L500309,G500782,https://gem.wiki/National_Nuclear_Demonstration_Power_Station_nuclear_power_plant
China,National Nuclear Demonstration Power Station nuclear power plant,2,国核示范电站,,"1,534",construction,pressurized water reactor,unknown,2024,,2019,,,,,State Nuclear Power Technology CO LTD [75%]; Huaneng Nuclear Power Development CO LTD [25%],国家核电技术有限公司[75%]; 华能核电开发有限公司[25%],State Nuclear Power Demonstration Plant CO LTD,国核示范电站有限责任公司,,,,36.929749,122.437973,Approximate,Weihai,Rongcheng,,Shandong,Eastern Asia,Asia,L500309,G500783,https://gem.wiki/National_Nuclear_Demonstration_Power_Station_nuclear_power_plant
United States,Natrium nuclear power plant,,,Terrapower-I-1,345,pre-construction,unknown,unknown,2028,,2024,,,,,Terrapower LLC,,Terrapower LLC,,,,,41.7924,-110.5374,Approximate,Kemmerer,Lincoln,,Wyoming,Northern America,Americas,L500364,G501003,https://gem.wiki/Natrium_nuclear_power_plant
Uzbekistan,Navoi nuclear power plant,1,,,"1,200",announced,unknown,unknown,2028,,,,,,,UzAtom; Rosatom,,,,,,,41.5814,61.95601,Approximate,,,,Navoi Region,Central Asia,Asia,L500370,G501013,https://gem.wiki/Navoi_nuclear_power_plant
Uzbekistan,Navoi nuclear power plant,2,,,"1,200",announced,unknown,unknown,2028,,,,,,,UzAtom; Rosatom,,,,,,,41.5814,61.95601,Approximate,,,,Navoi Region,Central Asia,Asia,L500370,G501014,https://gem.wiki/Navoi_nuclear_power_plant
Germany,Neckarwestheim nuclear power plant,1,,GKN,840,retired,pressurized water reactor,unknown,1976,2011,"February 1, 1972","May 26, 1976","June 3, 1976","December 1, 1976","August 6, 2011",EnBW [98.45%]; four other owners [1.55%],,EnBW Kernkraft GMBH,,785,805,"2,497",49.0408,9.1759,Exact,,Landkreis Ludwigsburg,,Baden-Württemberg,Western Europe,Europe,L500029,G500357,https://gem.wiki/Neckarwestheim_nuclear_power_plant
Germany,Neckarwestheim nuclear power plant,2,,GKN,"1,400",operating,pressurized water reactor,Konvoi,1989,2023,"November 9, 1982","December 29, 1988","January 3, 1989","April 15, 1989",,EnBW Kernkraft GMBH,,EnBW Kernkraft GMBH,,"1,310","1,225","3,850",49.0408,9.1759,Exact,,Landkreis Ludwigsburg,,Baden-Württemberg,Western Europe,Europe,L500029,G500046,https://gem.wiki/Neckarwestheim_nuclear_power_plant
Germany,Niederaichbach nuclear power plant,1,,KKN,106,retired,unknown,unknown,1973,1974,"June 1, 1966",,,,1974,Karlsruhe Institute For Technology,,Kernkraftwerk Niederaichbach GMBH,,,,321,48.604722,12.303889,Exact,,Landkreis Landshut,,Bavaria,Western Europe,Europe,L500273,G500636,https://gem.wiki/Niederaichbach_nuclear_power_plant
United States,Nine Mile Point nuclear power plant,1,,,642,operating,boiling water reactor,BWR-2 (Mark 1),1969,,"April 12, 1965","September 5, 1969","November 9, 1969","December 1, 1969",,Exelon Nuclear; Électricité De France,,Exelon Generation CO LLC,,613,620,"1,850",43.5205,-76.4068,Exact,,Oswego County,,New York,Northern America,Americas,L500009,G500403,https://gem.wiki/Nine_Mile_Point_nuclear_power_plant
United States,Nine Mile Point nuclear power plant,2,,,"1,320",operating,boiling water reactor,BWR-5 (Mark 2),1988,,"August 1, 1975","May 23, 1987","August 8, 1987","March 11, 1988",,Exelon Nuclear; Électricité De France,,Exelon Generation CO LLC,,"1,277","1,100","3,988",43.5205,-76.4068,Exact,,Oswego County,,New York,Northern America,Americas,L500009,G500015,https://gem.wiki/Nine_Mile_Point_nuclear_power_plant
China,Ningde nuclear power plant,1,宁德核电厂,,"1,089",operating,pressurized water reactor,CPR-1000,2013,,"February 18, 2008","November 24, 2012","December 28, 2012","April 15, 2013",,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],中广核宁核投资有限公司[46%]; 大唐国际发电股份有限公司[44%]; 福建福能股份有限公司[10%],Fujian Ningde Nuclear Power CO LTD,福建宁德核电有限公司,,"1,018","2,905",27.100255,120.251499,Approximate,Ningde,Fuding,Taimushan Town,Fujian,Eastern Asia,Asia,L500358,G500983,https://gem.wiki/Ningde_nuclear_power_plant
China,Ningde nuclear power plant,2,宁德核电厂,,"1,089",operating,pressurized water reactor,CPR-1000,2014,,"November 12, 2008","December 20, 2013","January 4, 2014","May 4, 2014",,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],中广核宁核投资有限公司[46%]; 大唐国际发电股份有限公司[44%]; 福建福能股份有限公司[10%],Fujian Ningde Nuclear Power CO LTD,福建宁德核电有限公司,,"1,018","2,905",27.100255,120.251499,Approximate,Ningde,Fuding,Taimushan Town,Fujian,Eastern Asia,Asia,L500358,G500984,https://gem.wiki/Ningde_nuclear_power_plant
China,Ningde nuclear power plant,3,宁德核电厂,,"1,089",operating,pressurized water reactor,CPR-1000,2015,,"January 8, 2010","March 8, 2015","March 21, 2015","June 10, 2015",,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],中广核宁核投资有限公司[46%]; 大唐国际发电股份有限公司[44%]; 福建福能股份有限公司[10%],Fujian Ningde Nuclear Power CO LTD,福建宁德核电有限公司,,"1,018","2,905",27.100255,120.251499,Approximate,Ningde,Fuding,Taimushan Town,Fujian,Eastern Asia,Asia,L500358,G500982,https://gem.wiki/Ningde_nuclear_power_plant
